1;2;29560.0;1830
1;1;25810.0;1340
2;1;27001.0;1469
2;2;31090.0;1260
3;1;27131.0;1337
3;2;31345.0;1414
4;2;26736.0;1434
4;1;27671.0;1437
5;1;27246.0;1484
5;2;30730.0;1390
6;2;31231.0;1554
6;1;27416.0;1175
7;2;30291.0;1489
7;1;26589.0;1290
8;1;25487.0;1342
8;2;29368.0;1517
9;1;24222.0;1373
9;2;30864.0;1378
10;1;28867.0;1270
10;2;30083.0;1541
11;2;29842.0;2018
11;1;27166.0;1886
12;1;25386.0;1774
12;2;29846.0;1505
13;1;27188.0;1458
13;2;30438.0;1821
14;1;28071.0;2334
14;2;29685.0;2590
15;2;31687.0;2030
15;1;26452.0;1857
16;2;30392.0;1369
16;1;26029.0;1215
17;2;30814.0;1165
17;1;26025.0;1197
18;2;30343.0;1624
18;1;25834.0;1754
19;2;31932.0;1469
19;1;26816.0;1602
20;2;29790.0;1773
20;1;25720.0;1574
21;2;29756.0;1654
21;1;24302.0;1772
22;2;30614.0;2043
22;1;25118.0;2258
23;1;25622.0;1486
23;2;30501.0;1646
24;2;26498.0;1578
24;1;26779.0;1542
25;2;28926.0;1571
25;1;26615.0;1547
26;1;25979.0;1635
26;2;28125.0;1403
27;1;24657.0;1649
27;2;28687.0;1599
28;1;25739.0;1411
28;2;30202.0;1369
29;1;22919.0;1476
29;2;30318.0;1451
30;1;24065.0;1437
30;2;31830.0;1539
31;2;31472.0;1591
31;1;27153.0;1268
32;2;31157.0;1352
32;1;25203.0;1383
33;1;25785.0;1404
33;2;31507.0;1809
34;1;29186.0;1556
34;2;29659.0;1491
35;1;27162.0;1769
35;2;30872.0;1575
36;1;27734.0;1490
36;2;30487.0;1602
37;2;30468.0;1449
37;1;24637.0;1490
38;2;28828.0;1464
38;1;27160.0;1342
39;1;23296.0;1446
39;2;29333.0;1421
40;1;26279.0;1579
40;2;31204.0;1705
41;1;22418.0;1812
41;2;29947.0;1401
42;1;25724.0;1262
42;2;31343.0;1540
43;1;24262.0;1551
43;2;29519.0;1334
44;1;26269.0;1234
44;2;32070.0;1334
45;1;21888.0;1530
45;2;29075.0;1324
46;2;31139.0;1343
46;1;26806.0;1299
47;2;29740.0;1586
47;1;25459.0;1323
48;2;27567.0;1314
48;1;25885.0;1691
49;2;31956.0;1409
49;1;27060.0;1232
50;2;32046.0;1338
50;1;25199.0;1640
51;2;32124.0;1418
51;1;26970.0;1431
52;1;23153.0;1470
52;2;31024.0;1764
53;1;28328.0;1365
53;2;32287.0;1606
54;1;27887.0;1654
54;2;30293.0;1508
55;2;30610.0;1552
55;1;25277.0;1619
56;1;27276.0;1786
56;2;29945.0;1693
57;1;27285.0;1487
57;2;30948.0;1423
58;1;26277.0;1485
58;2;28786.0;1386
59;1;30272.0;1377
59;2;30044.0;1471
60;2;30387.0;1560
60;1;23303.0;1548
